,label,text
13941,fact,"La Seguridad Social ingresó por cotizaciones sociales un 5,7% más hasta julio: El sistema de la Seguridad.. <link>"
2814,fact, Venezuela vence 2-1 a  Chile y avanza a semifinales de la <hashtags>
10224,fact,EP El Gobierno baraja comprar suelo a las promotoras para construir vivienda oficial: El estancamiento .. <link>
1695,fact," ÚLTIMAHORA El poder electoral de Venezuela validó 1,3 millones de firmas para el referendo, según la oposición <hashtags> <pic>"
10439,fact,"EP Senna asegura que seguirá en el Villarreal pese a los ""hay rumores"": El hispano-brasileño Marcos Sen.. <link>"
6513,fact,Correa cede en su pulso con Lula y paga parte de la deuda: El regreso ayer a Quito del embajador brasileño en Ec.. <link>
2269,fact,. <mention> Llamamos a una reflexión en contra de la persecución política en Venezuela — <mention> <hashtags> <pic>
23881,sarcasm,"<mention> hey ya vio como King Flyp tuvo su reality en el 21, hoy TCS quiere hacer la competencia con Shaka & Dres, q emocion! <hashtags>"
4583,fact,"Novela policíaca en auge en Alemania: „mientras más duro, mejor“ <link>"
7825,fact,España entrará en 2009 con tres millones de parados: Las malas previsiones sobre el mercado laboral españ.. <link>
10604,fact,"EP No se necesitan botones. Sólo girar, inclinar o sacudir: Cuando Scott Forstall, vicepresidente prime.. <link>"
689,fact,"Los antidisturbios, obligados a abandonar Pineda de Mar (Barcelona) <pic>"
26226,sarcasm,"Ya sé que es tarde, pero estamos a tiempo de sugerir el titular para mañana, en nuestros medios paladines de la verdad  sarcasmo “Mejicanos: Municipio número 91 que se declara Libre de Analfabetismo” Qué les parece? <hashtags>"
17443,sarcasm,. <mention> cargando cajas? Listo! Todo arreglado  EsoNoMas  Sarcasmo Minimizo su ayuda tal como Ud. Hace con el resto. No se queje!
15197,sarcasm,Obvio no porque además Venezuela nisiquiera va al mundial entonces imagínate tú que pastelerismo. <hashtags> <pic>
10512,fact,EP Patti Smith se declara discípula de Lorca: La cantante estadounidense Patti Smith regresará mañana a.. <link>
3297,fact,VIDEO: Se agota el espacio en internet <link>
19036,sarcasm,"Devaluacion Anunciada.......Compren las hojas de hallacss,carne de cochino,pabilo,pssitas y las cebollas desde ahorita.... .... <hashtags>"
4297,fact,Santa Coloma se echa a la calle para protestar contra la corrupción: Desde que el pasado 27 de octubre la Audie.. <link>
15111,sarcasm,Algo no esta bien. <hashtags> <pic>
25318,sarcasm,"gracias al organizado sistema de matrícula de mi universidad, tendré que meter biofísica en primer semestre, a que mola eh? <hashtags>"
20827,sarcasm,"Milane hoy se veia  su traje brutal, su pelo :O la envidio carajo y pues cuando camino la high entera se veia mas fina que nunca <hashtags>"
20957,sarcasm,"Mi profesor de matematicas es un poco bipolar,solo un poco <hashtags>"
12359,fact,"EP El informe del CES sobre la violencia de género afirma que las mujeres ""prefieren mantenerse en la p.. <link>"
4088,fact,Malvinas / Falklands: ¿Cómo resolver el conflicto?: La disputa entre Argentina y el Reino Unido se reaviva por las... <link>
2124,fact,JM Vivanco <mention> Revisamos el expediente y no encontramos evidencias para sustentar los cargos — <mention> <hashtags>
3255,fact,Los Alpes lucen verdes ante la falta de nieve por el calentamiento global <link> (vía <mention>
4364,fact,El PSC prepara el relevo de Muñoz · ELPAÍS.com <link>
10654,fact,EP Cinco detenidos en Valencia y Barcelona en una operación contra la piratería industrial: La Policía .. <link>
17199,sarcasm,En vez de estar criticando a las misses deberían de disfrutar de sus pasarelas. <hashtags>
4257,fact,Bicicleta ganó carrera al carro particular y a TransMilenio por las calles de Bogotá <link>
844,fact, ÚLTIMAHORA El expresidente de Perú Ollanta Humala y su esposa se entregan al juez que los condenó a prisión preventiva <hashtags> <pic>
5197,fact,"Moratinos asegura que no hay ""divergencia"" con Chacón: El ministro español de Asuntos Exteriores, Miguel Ángel M.. <link>"
22018,sarcasm,"A dormir, que mañana nos espera un maravilloso lunes laboral lleno de oportunidades de crecer profesional y personalmente <hashtags>"
13461,fact,EP El ala conservadora gana un pulso clave para controlar el Constitucional: El deterioro en el Tribuna.. <link>
15464,sarcasm,qué buena es la campaña de Empresa Argentina! <hashtags>
5901,fact,Varios muertos en un triple atentado en Kabul: La violencia talibán ha vuelto a sacudir Kabul con la sucesión de.. <link>
19475,sarcasm,"Voy a contestar roles.. Un poco inquieto, la verdad, no sea que a los anónimos de Ask no lo encuentren de su agrado.. <hashtags>"
21783,sarcasm, PeñaNietoPresidente eso es democracia y la credibilidad del IFE es 100% efectiva  Sarcasmo (Que poca madre!)
1518,fact,"<mention> Yo no soy amigo de la guerra, sino de la seguridad | <mention> <hashtags>"
16385,sarcasm,Tan lindo que es cuando te dejan con la duda <hashtags>
3723,fact,Suspendido por falta de luz en Wimbledon el partido de tenis más largo de la historia <link>
9714,fact,EP Una España arrolladora: España es un vendaval. Los hombres de Aíto García Reneses comenzaron su anda.. <link>
19538,sarcasm,<mention> Te doy si quieres una pero de Livestrong d las amarillas (Las Nuevas) que andan de moda ahorita <hashtags>
23871,sarcasm,como se atreve esa chamaca decirle a <mention> que Guanacaste es de los guanacastecos...que falta de todo! <hashtags>
21520,sarcasm,"Increíble!! La forma de hacer periodismo en colombia, enserio no la creo... <hashtags>"
13223,fact,"EP El Zaragoza golea a un inofensivo Levante: El Real Zaragoza, a pesar de demostrar que sigue sin enco.. <link>"
19674,sarcasm,Siempre estoy criticando los defectos de los demás y nunca me detengo a ver lo perfecto que soy. <hashtags>
11475,fact,"EP Contador conserva la 'maglia' rosa: El italiano Franco Pellizoti, del Liquigas, se ha proclamado gan.. <link>"
2132,fact, AhoraenCNN Juan C. Gutiérrez: No hay ninguna prueba que muestre que <mention> haya cometido delito — <mention> <hashtags>
16219,sarcasm,"Gracias <mention> por un excelente partido, una gran organización y sobretodo por su Imparcialidad y coordinación <hashtags>"
6235,fact,Desactivada la alerta por lluvias en Bilbao: El Ayuntamiento de Bilbao ha dado por desactivada pasadas las 18.15.. <link>
4035,fact,"Terremoto de Chile afectó el eje de rotación de la Tierra; el día se acortó en 1,26 microsegundos <link>"
18831,sarcasm,Incumplimiento del programa = dimisión. Así de fácil debería ser. Ha dimitido ya Rajoy?  sarcasmo.
5269,fact,Las autoridades norcoreanas detienen a una reportera estadounidense: Las autoridades norcoreanas han detenido es.. <link>
7195,fact,El Gobierno admite que ha consumido el margen para nuevas medidas contra la crisis: El secretario de Estado de E.. <link>
13446,fact,EP Restrasos en el Cercanías de Barcelona por una avería: Una incidencia en el sistema de señalización .. <link>
7282,fact,"Vivienda protegida a precio de oro: Piso de cuatro dormitorios con 150 metros construidos, dos plazas de .. <link>"
21084,sarcasm,"Por cierto, saludos a los amigos de TIGO, felicidades muchachos por el servicio que brindan, sigan asi y ni un paso atras <hashtags>"
16449,sarcasm,Me encanta que se tarden mil en contestar <hashtags>
20885,sarcasm,"Gente que dice ""Fui a Teotihuacan y ya esta bien cambiado"" y piensas ""No me chinges, pues cambiaron las pirámides de lugar"" <hashtags>"
23894,sarcasm,"Viendo ""amas de casa desesperada"" porque no se ve otro canal, gracias de nuevo NetUno por el buen servicio <hashtags>"
23778,sarcasm,qué rico: el día está como para irse al parque a solearse.  sarcasmo.
19863,sarcasm,Este repaso de geometría está bien corto <hashtags>
14887,sarcasm,Tipo la escafandra y la mariposa RT <mention> Wow! Eso sí q es amor!!!  Sarcasmo RT <mention> Novia d Cerati lo visita por primera vez
17061,sarcasm,Porque todos sabemos que la berdadera hisquierda estuvo apoyando en Twitter el movimiento 'Black Lives Matter' <hashtags> <pic>
18697,sarcasm, aNebotNoLeGustóElMonigoteDeLaMETROVÍA tranquila <mention> mañana el <mention> defiende esta injusticia <hashtags>
23810,sarcasm,Soria! compañero peronista carajo! felicitaciones por hacer crecer al proyecto nac&pop en el interior <hashtags>
18506,sarcasm,"Yo no sé porqué peleamos, si después del 9 de marzo, el único ganador será el pueblo salvadoreño!! <hashtags>"
3980,fact,Omar Zambrano está entre los finalistas del concurso <mention> Así soporta los cortes energéticos de Venezuela <link>
14832,sarcasm,¡¡Que buena cobertura y que bien llega el internet a los pueblos!! <hashtags>
17296,sarcasm,Wow! Hemos tenido tantas escenas  flavirina en ultimas semanas que es injusto para las otras parejas <mention> <mention> <hashtags>
5535,fact,"""La comunidad de inmigrantes cubanos de EE UU está cambiando"": En un español que denota el contacto frecuente co.. <link>"
3971,fact,La humanidad lleva un milenio comiendo de más <link>
15397,sarcasm,Tipico: Llegas de la escuela y todos en tu casa quieren que duermas y estes hechadote todo el día. <hashtags>
11414,fact,EP Cadena perpetua en Francia para el asesino de siete mujeres: Un tribunal francés ha condenado hoy a .. <link>
17659,sarcasm, EsGatísimo lamer tu trasero y sacar bolas de pelos...  sarcasmo. ¿Qué onda con sus HT's mala onda? :/
14095,fact,Brasil acusa a Google de fomentar la pedofilia: El parlamento de Brasil se ha sumado a las presiones del .. <link>
18656,sarcasm,Me encanta que me ignoren los mensajes <hashtags>
6364,fact,Detenidos seis paquistaníes en Barcelona fraude y financiación del terrorismo: La Guardia Civil ha detenido esta.. <link>
25270,sarcasm," FrasesDeNovios ahh se te acabo la bateria, sta bien no importa, tranquilo, me llamas cuando llegues a tu casa :) <hashtags>"
22497,sarcasm,"Concierto atomo gratis: LadyGaga,MileyCyrus,One Direction, obvio que voy señores. <hashtags>"
10634,fact,EP Juanes luce en Madrid la camisa 'roja': El cantante colombiano Juanes ha cantado a la camisa roja de.. <link>
12665,fact,EP Sin luz al final del túnel: Estados Unidos conmemora el quinto aniversario de la caída de Bagdad inm.. <link>
7096,fact,"Un reportero arroja unos zapatos a Bush y le llama ""perro"": La última conferencia de prensa del presidente estad.. <link>"
18114,sarcasm,¿Cómo puedes desconfiar de Blake? Él nunca secuestraria a nadie. <hashtags>
11459,fact,EP La carestía del petróleo pone en pie de guerra a pescadores y camioneros: El alza imparable de petró.. <link>
21801,sarcasm,"Osea, sos la re top, que se quita fotos en el espejo, sacando el culo que no tenes, osea, te envidio. <hashtags>"
16198,sarcasm,Cuidado con esos tornados arranca torres...cuidado y se cae Parque Central o la Cruz del Avila... <hashtags>
23763,sarcasm,"¿Qué esperanza tenemos de que la policía capture a los delincuentes si entre 1000 no pudieron con un tipo que les dijo ""matenme""? <hashtags>"
3845,fact,Médico de Cerati: La evolución es muy lenta en estos casos y hay que tener mucha paciencia
15752,sarcasm,Anoche no vi tan sonriente al Dr. Risitas. ¿Se le comió la lengua los ratones? <hashtags>
2234,fact,. <mention> Hay grandes dudas de si <mention> es el defensor del Pueblo o de un régimen represor — <mention> <hashtags>
20536,sarcasm,"Lo mismo aplica para cuando usan  Sarcasmo en un tweet. Cada vez que lo hacen, un canadiense mata a golpes a una foca bebé."
20802,sarcasm,¿Tardas dos días en contestarme un mensaje? Me rompes el corazón <hashtags>
17169,sarcasm,"Es un ""alertivo"" de lo que ""debes"" hacer Lenina, solo eso. ""Cuidado y te sales de la U, cuidado y hablas, cuidado y piensas"" <hashtags>"
18008,sarcasm,"Che, que lindos dias de primavera no? <hashtags>"
25529,sarcasm,En una muy cerrada pelea Saul  Canelo Alvarez derrotó por muy pequeño margen a Matthew Hatton... Merecido título del mexicano <hashtags>
6047,fact,"Facebook celebra su quinto aniversario: Tal día como hoy hace cinco años, Mark Zuckerberg, un estudiante de Harv.. <link>"
5683,fact,"El TAU ratifica su superioridad: El mejor anotador de la Liga ACB,el serbio Igor Rakocevic, agarró la bandera de.. <link>"
1590,fact,"Kareem Abdul-Jabbar: ""Hola a todos. Soy Michael Jordan. Lo digo porque sé que Donald Trump no puede diferenciarnos"" <pic>"
5605,fact,"Doble sorpresa: caen los Lakers y los Celtics: Los dos finalistas del año pasado, dos de los grandes favoritos d.. <link>"
23223,sarcasm,"Comienza fin de semana con robo de vehículos en  Saltillo, al menos los afectados ya no tendrán que pagar la tenencia <hashtags>"
2082,fact,"En medio de ovación, así pasa el papa Francisco por las calles de Nueva York. Video de <mention> <hashtags> <pic>"
13209,fact,"EP T. Nitot, creador de Firefox: ""Debemos nuestro éxito a los usuarios"": Mike Schroepfer y Tristan Nito.. <link>"
4472,fact,Torres se retira del entrenamiento por problemas en los abductores: El delantero del Liverpool Fernando Torres .. <link>
10839,fact,EP Amnistía Internacional denuncia la desaparición de centenares de personas en Tíbet: Centenares de pe.. <link>
1317,fact, ÚLTIMAHORA <mention> promete la inmediata deportación de tres millones de inmigrantes <hashtags> <pic>
19401,sarcasm,Siiii!! Mañana vuelvo a ver a todos mis lindos compañeros IIUUUPII! <hashtags>
6169,fact,Desarticuladas dos redes de blanqueo con un millón en efectivo: La Policía ha detenido en Madrid a 24 personas q.. <link>
23350,sarcasm,Que padre salir asi con este clima a esta hora de mi casita!! <hashtags>
14514,fact,¿El engaño ruso?: La polémica acaba de estallar. La prensa escandinava cuestiona la llegada de los dos ba.. <link>
2452,fact,". <mention> ""Desde el 12 feberero la han violado los derechos civiles y políticos a <mention>  ConcluLL3 <mention>"
15313,sarcasm,"México de contrastes, cayendo a trizas y con TT' s ¨buenisimos¨ : Beto Cuevas Jenny Rivera Pau . <hashtags>"
23747,sarcasm,Si es q es un bluff :-) RT <mention> Y Messi sin marcar todavia... Vaya mierda de jugador...  Sarcasmo <mention>
19019,sarcasm,Uooooh genial mañana a primera fisica <hashtags>
19405,sarcasm,Si quieren ahorrarse la entrada al <mention> pueden checar las declaraciones de senadores y dirigentes de <mention> <hashtags>
25191,sarcasm,"Guardiola: ""Hoy hay que ganar"" ...Pues siento decirte que con lo bueno que es el Shaktar lo tenéis difícil. <hashtags>"
9051,fact,"Higuaín: ""Raúl es un ejemplo para todos"": Gonzalo Higuaín, feliz por haberse ganado la confianza de su té.. <link>"
13292,fact,"EP El agresor de Dida, sancionado de por vida sin entrar al campo para ver a su equipo: El aficionado e.. <link>"
10521,fact,EP McCain confía en que los tres estadounidenses rehenes de las FARC sean liberados: El candidato repub.. <link>
19468,sarcasm,"Todos los días el hashtag de  empleo en TT, si al final va a ser verdad que ""Esto empieza a funcionar"" como dice el Rajoy. <hashtags>"
